,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
4274,204677,Oriol Rosell,22,Spain,70,76,Vitória Guimarães,1600000.0,20000.0
4275,162949,E. Armenteros,29,Argentina,70,70,Jaguares de Chiapas,1200000.0,2000.0
4276,163461,D. Galloppa,30,Italy,70,70,Modena,1200000.0,25000.0
4277,179589,D. Ya Konan,31,Ivory Coast,70,70,Fortuna Düsseldorf,1200000.0,25000.0
4278,136070,Luís Alberto,31,Brazil,70,70,Tondela,875000.0,2000.0
4279,202630,A. Kochenkov,28,Kyrgyzstan,70,70,Lokomotiv Moscow,1200000.0,30000.0
4280,188038,O. Čelůstka,26,Czech Republic,70,71,Antalyaspor,1300000.0,30000.0
4281,199559,R. Inglese,23,Italy,70,75,Chievo Verona,1800000.0,25000.0
4282,135303,Rodolfo,32,Brazil,70,70,Terek Grozny,775000.0,20000.0
4283,136839,R. Zomer,32,Netherlands,70,70,Heracles Almelo,775000.0,20000.0
4284,203399,O. Bouy,22,Netherlands,70,77,PEC Zwolle,1900000.0,20000.0
4285,140423,J. Buxton,30,England,70,70,Derby County,950000.0,20000.0
4286,158855,T. Weis,29,Germany,70,70,VfL Bochum,1000000.0,25000.0
4287,191111,E. Salomonsson,26,Sweden,70,70,IFK Göteborg,1100000.0,30000.0
4288,178312,D. Bassi,30,Italy,70,70,Atalanta,1100000.0,20000.0
4289,179592,G. Boyd,29,Scotland,70,70,Burnley,1200000.0,20000.0
4290,184456,E. Lichaj,26,United States,70,71,Nottingham Forest,1300000.0,30000.0
4291,186504,A. Putsila,28,Belarus,70,70,Gaziantepspor,1300000.0,30000.0
4292,204425,L. Majoro,28,South Africa,70,70,Orlando Pirates,1400000.0,30000.0
4293,223625,Rui Correia,24,Portugal,70,73,CD Nacional,1400000.0,25000.0
4294,175753,C. Bolaños,31,Costa Rica,70,70,Vancouver Whitecaps FC,1100000.0,25000.0
4296,146058,Momo,32,Spain,70,70,UD Las Palmas,1000000.0,20000.0
4297,204427,S. Parker,22,Germany,70,76,FC Augsburg,1900000.0,25000.0
4298,146059,David García,33,Spain,70,70,UD Las Palmas,600000.0,15000.0
4299,155532,C. Ikeme,29,Nigeria,70,70,Wolverhampton Wanderers,1100000.0,20000.0
4300,172685,Crespo,28,Spain,70,70,Rayo Vallecano,1100000.0,30000.0
4301,187789,Kanu,27,Brazil,70,70,Terek Grozny,1400000.0,30000.0
4302,136590,Lee Jung Soo,35,Korea Republic,70,70,Suwon Samsung Bluewings,230000.0,3000.0
4303,152718,R. Vaz Tê,28,Portugal,70,70,Akhisar Belediyespor,1300000.0,15000.0
4304,199823,Campaña,22,Spain,70,75,AD Alcorcón,1800000.0,20000.0
4305,208015,S. Badji,25,Senegal,70,72,RSC Anderlecht,1300000.0,25000.0
4306,215183,E. Rescaldani,23,Argentina,70,76,Atletico Nacional Medellin,1900000.0,25000.0
4307,224143,Querol,26,Spain,70,71,UE Llagostera,1500000.0,8000.0
4308,179855,J. Beckford,31,Jamaica,70,70,Preston North End,1200000.0,25000.0
4309,211088,P. Mogilevets,22,Russia,70,78,FC Rostov,1700000.0,20000.0
4310,199569,E. Torres,22,Mexico,70,75,Houston Dynamo,1800000.0,25000.0
4311,216465,M. Fatau,22,Ghana,70,76,UD Almería,1600000.0,20000.0
4312,199058,S. Tkachev,26,Russia,70,71,CSKA Moscow,1600000.0,35000.0
4313,214418,S. Ubilla,24,Chile,70,74,Universidad de Chile,1800000.0,25000.0
4314,41874,B. Pedretti,34,France,70,70,AS Nancy Lorraine,400000.0,15000.0
4315,194962,Alan Santos,24,Brazil,70,74,Coritiba Foot Ball Club,1500000.0,25000.0
4316,212883,D. Amartey,20,Ghana,70,80,Leicester City,2100000.0,20000.0
4317,188563,Alan Baró,30,Spain,70,70,SD Ponferradina,950000.0,2000.0
4318,189587,Paulo Tavares,29,Portugal,70,70,Vitória Setúbal,1200000.0,20000.0
4319,193427,F. Bérenguer,26,France,70,71,FC Sochaux-Montbéliard,1500000.0,30000.0
4320,227476,Tiquinho Soares,24,Brazil,70,74,CD Nacional,1800000.0,25000.0
4321,163476,K. Wilson,29,England,70,70,Nottingham Forest,1000000.0,20000.0
4322,201877,M. Møller Dæhli,20,Norway,70,78,SC Freiburg,2000000.0,20000.0
4323,214933,D. Rodríguez,26,Argentina,70,71,Independiente,1300000.0,30000.0
4324,180629,V. Procházka,31,Czech Republic,70,70,Osmanlıspor,875000.0,2000.0
4325,188821,S. Camille,29,France,70,70,SD Ponferradina,975000.0,2000.0
4326,193685,S. Manolev,29,Bulgaria,70,70,Kuban Krasnodar,975000.0,25000.0
4327,198806,Neto,29,Brazil,70,70,Associação Chapecoense de Futebol,1000000.0,2000.0
4328,229270,M. Lemos,19,Uruguay,70,80,UD Las Palmas,1700000.0,20000.0
4329,190614,D. Álvarez,33,Colombia,70,70,Patriotas Boyacá FC,900000.0,1000.0
4330,190870,J. Boye,28,Ghana,70,70,Medicana Sivasspor,1100000.0,30000.0
4331,194198,J. Delle,25,France,70,72,RC Lens,1300000.0,25000.0
4332,198807,Carlos César,28,Brazil,70,70,Clube Atlético Mineiro,1000000.0,30000.0
4334,163991,A. Thébaux,30,France,70,70,Paris FC,1100000.0,2000.0
4335,192663,F. Klos,27,Germany,70,70,DSC Arminia Bielefeld,1400000.0,30000.0
4336,201368,K. McLean,23,Scotland,70,75,Aberdeen,1800000.0,25000.0
4337,203672,C. Galano,24,Italy,70,71,Vicenza,1600000.0,6000.0
4338,212632,W. Dutoit,26,France,70,71,Sint-Truidense VV,1300000.0,30000.0
4339,223896,I. Kovačec,27,Croatia,70,70,Ulsan Hyundai Horang-i,1300000.0,20000.0
4340,230296,Cristian Lodeira,27,Brazil,70,70,Associação Atlética Ponte Preta,1400000.0,20000.0
4341,165784,D. Bottinelli,28,Argentina,70,70,Deportivo Toluca,1300000.0,30000.0
4342,187033,S. Morrison,24,England,70,73,Cardiff City,1400000.0,25000.0
4343,188825,A. Kashi,26,Algeria,70,70,Charlton Athletic,1100000.0,30000.0
4344,192665,A. Luthe,28,Germany,70,70,VfL Bochum,1200000.0,30000.0
4345,144282,S. Özkan,28,Turkey,70,70,Antalyaspor,1300000.0,30000.0
4346,217242,Y. Kubo,21,Japan,70,76,BSC Young Boys,1900000.0,25000.0
4347,193690,Z. Tomašević,25,Montenegro,70,72,KV Kortrijk,1300000.0,25000.0
4348,219803,D. Cavaré,20,France,70,77,Stade Rennais FC,1600000.0,20000.0
4349,186267,V. Hedenstad,24,Norway,70,73,SC Freiburg,1400000.0,25000.0
4350,192155,E. Makeev,25,Russia,70,71,Spartak Moscow,1300000.0,25000.0
4351,204956,Jairo,23,Brazil,70,75,PAOK Thessaloniki,1800000.0,25000.0
4352,177564,Bellvis,30,Spain,70,70,AD Alcorcón,925000.0,20000.0
4353,50588,C. Cole,31,England,70,70,Celtic,1200000.0,25000.0
4354,210333,A. Szymanowski,26,Argentina,70,71,CD Leganés,1500000.0,8000.0
4355,211101,Rubén Blanco,19,Spain,70,81,RC Celta de Vigo,1800000.0,20000.0
4356,215965,C. Strandberg,19,Sweden,70,77,AIK Solna,1700000.0,20000.0
4357,225182,J. Barrera,19,Colombia,70,83,CPD Junior Barranquilla,2400000.0,8000.0
4358,187038,B. Mokulu,25,DR Congo,70,72,Avellino,1600000.0,15000.0
4359,191390,F. N'Sakala,24,DR Congo,70,72,RSC Anderlecht,1400000.0,25000.0
4360,200607,C. Schindler,25,Germany,70,72,1860 München,1300000.0,25000.0
4361,211103,L. Madinda,23,Gabon,70,76,Gimnàstic de Tarragona,1600000.0,10000.0
4362,152991,D. Marney,31,England,70,70,Burnley,1100000.0,20000.0
4363,199584,M. Kieftenbeld,25,Netherlands,70,71,Birmingham City,1300000.0,25000.0
4364,211872,P. Heise,24,Germany,70,74,VfB Stuttgart,1500000.0,25000.0
4365,219808,Tana,24,Spain,70,74,UD Las Palmas,1800000.0,25000.0
4366,230560,A. Issoko,23,DR Congo,70,75,Vitória Setúbal,1800000.0,25000.0
4367,219553,C. Aquino,23,Argentina,70,74,Independiente,1700000.0,25000.0
4368,193185,S. Malone,24,England,70,73,Cardiff City,1400000.0,25000.0
4369,204450,P. Diamanka,25,Senegal,70,72,Real Zaragoza,1300000.0,25000.0
4370,182178,G. Berardi,26,Switzerland,70,70,Leeds United,1100000.0,30000.0
4371,198819,K. Bérigaud,27,France,70,70,Montpellier Hérault SC,1400000.0,30000.0
4372,201380,J. Tallo,22,Ivory Coast,70,76,LOSC Lille,1900000.0,25000.0
4373,142756,P. Toranzo,33,Argentina,70,70,Club Atlético Huracán,875000.0,6000.0
4374,190885,A. Smith,24,England,70,74,Bournemouth,1500000.0,25000.0
4375,176038,J. Akpala,28,Nigeria,70,70,KV Oostende,1400000.0,30000.0
4376,170919,Jordi Gómez,30,Spain,70,70,Blackburn Rovers,1200000.0,20000.0
4377,202408,A. Flint,25,England,70,71,Bristol City,1300000.0,25000.0
4378,187048,A. Traoré,27,Mali,70,70,Girondins de Bordeaux,1300000.0,30000.0
4379,225193,Mikel Merino,19,Spain,70,81,CA Osasuna,2100000.0,20000.0
4380,190633,H. Dalsgaard,25,Denmark,70,71,SV Zulte-Waregem,1300000.0,25000.0
4381,222634,I. Success,19,Nigeria,70,82,Granada CF,2200000.0,20000.0
4382,223402,E. Taşdemir,19,Turkey,70,80,Bursaspor,1700000.0,20000.0
4383,186538,D. Veškovac,29,Serbia,70,70,ES Troyes AC,1000000.0,20000.0
4384,190122,P. Coutts,26,Scotland,70,70,Sheffield United,1400000.0,30000.0
4385,194730,Juan Carlos,27,Spain,70,70,Rayo Vallecano,1100000.0,30000.0
4386,136875,B. Lobonţ,37,Romania,70,70,Roma,400000.0,25000.0
4387,203435,I. Diomandé,22,Ivory Coast,70,75,SM Caen,1500000.0,20000.0
4388,169387,E. Cascione,31,Italy,70,70,Cesena,1100000.0,20000.0
4390,207788,S. Ben Youssef,26,Tunisia,70,71,SM Caen,1300000.0,30000.0
4391,179884,Nuno Pinto,28,Portugal,70,70,Vitória Setúbal,1000000.0,30000.0
4392,214190,L. Castellanos,31,Colombia,70,70,Independiente Santa Fe,1100000.0,20000.0
4393,214446,F. Campos,21,Chile,70,79,CD Palestino,1800000.0,6000.0
4394,215982,M. Mancosu,30,Italy,70,70,Montreal Impact,1300000.0,25000.0
4395,145583,Juli,33,Spain,70,70,Deportivo Alavés,875000.0,4000.0
4396,214447,S. López,26,Argentina,70,70,Unión Española,1400000.0,20000.0
4397,183471,D. Vidosic,28,Australia,70,70,Western Sydney Wanderers,1300000.0,20000.0
4398,188335,A. Budimir,23,Croatia,70,74,Crotone,1800000.0,25000.0
4399,200112,L. Ebecilio,23,Netherlands,70,75,FC Anzhi Makhachkala,1800000.0,25000.0
4400,201136,M. Colin,23,France,70,74,Brentford,1500000.0,25000.0
4401,202416,Martos,31,Spain,70,70,Sporting Charleroi,875000.0,20000.0
4402,223920,A. Avlonitis,25,Greece,70,72,SK Sturm Graz,1300000.0,25000.0
4403,167600,Y. Zhevnov,34,Belarus,70,70,FC Ural,875000.0,1000.0
4404,214193,D. Mosquera,22,Colombia,70,75,Independiente Santa Fe,1500000.0,20000.0
4405,162993,J. Perch,29,England,70,70,Queens Park Rangers,975000.0,20000.0
4406,164529,D. Moor,31,United States,70,70,Toronto FC,875000.0,20000.0
4407,179633,S. Rieks,28,Denmark,70,70,IFK Göteborg,1300000.0,30000.0
4408,168882,S. Kariri,34,Saudi Arabia,70,70,Al Hilal,400000.0,15000.0
4409,155827,A. Saborío,33,Costa Rica,70,70,D.C. United,900000.0,20000.0
4410,221619,V. Cabrera,22,Argentina,70,76,Montreal Impact,1600000.0,20000.0
4411,183987,S. Celozzi,26,Germany,70,71,VfL Bochum,1300000.0,30000.0
4412,201908,A. Wisdom,22,England,70,75,Norwich City,1500000.0,20000.0
4413,202164,P. Kitchen,23,United States,70,76,Heart of Midlothian,1600000.0,25000.0
4414,214196,D. Bocanegra,28,Colombia,70,70,Atletico Nacional Medellin,1000000.0,30000.0
4415,199861,W. Sobota,28,Poland,70,70,FC St. Pauli,1300000.0,30000.0
4416,201141,T. Burlak,25,Russia,70,72,FC Krylya Sovetov Samara,1300000.0,10000.0
4417,203445,B. Kessel,27,Germany,70,70,1. FC Union Berlin,1100000.0,30000.0
4418,221621,S. Birnbaum,24,United States,70,74,D.C. United,1500000.0,25000.0
4419,200630,J. Forrest,23,Scotland,70,74,Celtic,1800000.0,25000.0
4420,202678,J. Risdon,22,Australia,70,75,Perth Glory,1500000.0,1000.0
4421,203446,A. Kali,24,Morocco,70,72,Willem II,1600000.0,25000.0
4422,213430,R. Rusescu,26,Romania,70,70,Osmanlıspor,1400000.0,15000.0
4423,214198,J. Hernández,29,Colombia,70,70,Independiente Medellín,1000000.0,8000.0
4424,163766,L. Barnett,29,England,70,70,Wigan Athletic,1000000.0,20000.0
4425,172470,N. Pedersen,27,Denmark,70,70,KV Oostende,1400000.0,30000.0
4426,110774,Rubén,33,Spain,70,70,Real Zaragoza,600000.0,15000.0
4427,204215,A. Reach,22,England,70,77,Preston North End,1900000.0,20000.0
4428,186551,F. Navarro,26,Mexico,70,71,Club León,1300000.0,30000.0
4429,230072,R. Bajić,21,Bosnia Herzegovina,70,78,Atiker Konyaspor,2000000.0,10000.0
4430,173752,C. Gunter,25,Wales,70,71,Reading,1300000.0,25000.0
4431,188600,M. Abeid,22,Algeria,70,75,Panathinaikos FC,1800000.0,20000.0
4432,199353,M. Rzatkowski,25,Germany,70,72,FC St. Pauli,1600000.0,25000.0
4433,214201,C. Alzáte,27,Colombia,70,70,Deportes Tolima,1300000.0,8000.0
4434,209594,C. Mammarella,33,Italy,70,70,Vercelli,575000.0,1000.0
4436,192955,M. Klich,25,Poland,70,72,1. FC Kaiserslautern,1600000.0,25000.0
4437,166844,K. Lafferty,27,Northern Ireland,70,70,Birmingham City,1400000.0,30000.0
4438,181436,D. Marcq,26,France,70,70,Sporting Charleroi,1100000.0,30000.0
4439,190396,S. Mustivar,25,Haiti,70,72,Sporting Kansas City,1300000.0,25000.0
4440,193468,L. Benito,23,Switzerland,70,76,BSC Young Boys,1600000.0,25000.0
4441,189118,Thiago Cionek,29,Poland,70,70,Palermo,1000000.0,20000.0
4442,161215,S. Narubin,33,Russia,70,70,FC Ufa,950000.0,1000.0
4443,186559,J. Butterfield,25,England,70,72,Derby County,1600000.0,25000.0
4444,122048,O. Kirch,32,Germany,70,70,SC Paderborn 07,775000.0,20000.0
4445,182209,M. Beevers,25,England,70,71,Millwall,1300000.0,25000.0
4446,198082,S. Diakité,26,Mali,70,71,Queens Park Rangers,1500000.0,30000.0
4447,221634,L. Acosta,21,Argentina,70,79,D.C. United,2100000.0,25000.0
4448,230082,S. Al Hashan,25,Kuwait,70,72,Al Shabab,1600000.0,15000.0
4449,183490,J. van den Bergh,28,Germany,70,70,Hertha BSC Berlin,1000000.0,30000.0
4450,185026,Samuel,30,Spain,70,70,Real Valladolid,950000.0,20000.0
4451,212419,T. Mings,22,England,70,78,Bournemouth,1700000.0,20000.0
4452,190659,H. Bazile,25,France,70,72,SM Caen,1600000.0,25000.0
4453,190915,K. Wilczek,27,Poland,70,70,Brøndby IF,1400000.0,30000.0
4454,211908,G. Güvenç,23,Turkey,70,74,Beşiktaş JK,1500000.0,25000.0
4455,171204,Pitu,31,Spain,70,70,UE Llagostera,1100000.0,2000.0
4456,188612,A. Catellani,27,Italy,70,70,La Spezia,1400000.0,30000.0
4457,228805,Raillo,23,Spain,70,75,SD Ponferradina,1500000.0,3000.0
4458,178117,A. Rosi,28,Italy,70,70,Frosinone,1000000.0,15000.0
4459,187077,F. Sears,25,England,70,72,Ipswich Town,1600000.0,25000.0
4460,189893,L. Del Prete,29,Italy,70,70,Perugia,975000.0,20000.0
4461,4806,C. Barbosa,39,France,70,70,Évian Thonon Gaillard FC,90000.0,15000.0
4462,206534,P. Bamford,21,England,70,77,Norwich City,1900000.0,25000.0
4463,213446,R. López,22,Mexico,70,74,Guadalajara,1500000.0,20000.0
4464,187590,Z. Sadaev,25,Russia,70,72,Terek Grozny,1600000.0,25000.0
4465,202695,J. Tarkowski,22,England,70,75,Burnley,1500000.0,20000.0
4466,217287,J. De Sart,20,Belgium,70,78,Middlesbrough,1700000.0,20000.0
4467,167111,D. Belorukov,32,Russia,70,70,Amkar Perm,775000.0,20000.0
4468,186823,Pedrinho,30,Portugal,70,70,Rio Ave FC,925000.0,20000.0
4469,137160,M. Amelia,33,Italy,70,70,Chelsea,950000.0,30000.0
4470,209608,D. Burbano,27,Colombia,70,70,Club León,1300000.0,30000.0
4471,216520,J. Güemez,23,Mexico,70,74,Club América,1700000.0,25000.0
4472,219848,David Costas,20,Spain,70,77,RCD Mallorca,1600000.0,20000.0
4473,198857,S. Romagnoli,25,Italy,70,71,Carpi,1300000.0,25000.0
4474,205257,N. Sliti,22,France,70,76,Red Star FC,1800000.0,1000.0
4475,149449,D. Corvia,30,Italy,70,70,Latina,1300000.0,15000.0
4476,215497,L. Cáceres,27,Paraguay,70,70,Coritiba Foot Ball Club,1100000.0,30000.0
4477,171977,M. Martínez,27,Argentina,70,70,Argentinos Juniors,1100000.0,15000.0
4478,186825,Marinho,32,Portugal,70,70,Académica de Coimbra,1100000.0,25000.0
4479,200138,M. Hector,22,Jamaica,70,76,Chelsea,1600000.0,30000.0
4480,221130,Y. Cardinale,21,France,70,80,OGC Nice,1900000.0,20000.0
4481,224202,I. Chochev,22,Bulgaria,70,76,Palermo,1800000.0,20000.0
4482,184010,M. Abdellaoue,29,Norway,70,70,Vålerenga Fotball,1300000.0,25000.0
4483,193482,Zequinha,28,Portugal,70,70,FC Arouca,1300000.0,15000.0
4484,215243,F. Elizari,24,Argentina,70,72,Quilmes Atlético Club,1700000.0,6000.0
4485,161995,D. Vantaggiato,30,Italy,70,70,Livorno,1300000.0,25000.0
4486,182731,B. Sarmiento,25,Argentina,70,71,Banfield,1500000.0,25000.0
4487,223436,I. Sarr,28,Senegal,70,70,Orlando Pirates,1100000.0,30000.0
4488,201165,S. Bryzgalov,22,Russia,70,76,Spartak Moscow,1600000.0,20000.0
4489,202445,Rodrigo Ely,21,Brazil,70,75,Milan,1500000.0,25000.0
4490,146637,Dani Giménez,31,Spain,70,70,Real Betis Balompié,1100000.0,20000.0
4491,225997,B. Verbič,21,Slovenia,70,79,FC København,2000000.0,20000.0
4492,182733,Marcelo Oliveira,28,Brazil,70,70,Grêmio Foot-Ball Porto Alegrense,1000000.0,30000.0
4493,122574,S. Whittaker,31,Scotland,70,70,Norwich City,850000.0,20000.0
4494,217807,J. Mendoza,22,Argentina,70,77,Gimnasia y Esgrima La Plata,1900000.0,6000.0
4495,210384,R. Haps,22,Netherlands,70,75,AZ Alkmaar,1500000.0,20000.0
4496,155344,Shin Hwa Yong,32,Korea Republic,70,70,Pohang Steelers,1000000.0,20000.0
4497,210129,G. Lovrencsics,26,Hungary,70,71,Lech Poznań,1500000.0,30000.0
4498,180433,T. Levels,28,Germany,70,70,FC Ingolstadt 04,1000000.0,30000.0
4499,201938,A. Limbombe,20,Belgium,70,76,N.E.C.,1900000.0,20000.0
4500,138706,Diego,36,Brazil,70,70,Vitória Setúbal,600000.0,15000.0
4501,162514,Artur,31,Portugal,70,70,FC Arouca,1100000.0,2000.0
4502,186578,A. King,26,Wales,70,71,Leicester City,1500000.0,30000.0
4503,187602,S. Parshivlyuk,26,Russia,70,71,Spartak Moscow,1300000.0,30000.0
4504,200915,D. Yılmaz,27,Turkey,70,70,Bursaspor,1400000.0,30000.0
4505,214483,C. Arboleda,29,Colombia,70,70,Independiente Santa Fe,975000.0,20000.0
4506,216019,D. Musto,28,Argentina,70,70,Rosario Central,1100000.0,30000.0
4507,192467,F. Bećiraj,27,Montenegro,70,70,Dinamo Moscow,1400000.0,30000.0
4508,158420,J. Sami,30,DR Congo,70,70,SV Zulte-Waregem,950000.0,20000.0
4509,171732,Adrián Colunga,30,Spain,70,70,RCD Mallorca,1300000.0,25000.0
4510,178132,K. Matmour,30,Algeria,70,70,Huddersfield Town,1200000.0,25000.0
4511,209621,Mattheus Oliveira,20,Brazil,70,77,Estoril Praia,1900000.0,20000.0
4512,216789,E. Suagher,22,Italy,70,75,Carpi,1500000.0,20000.0
4513,158933,P. Andersson,30,Sweden,70,70,Hammarby IF,1200000.0,20000.0
4514,125397,H. Arıkan,32,Turkey,70,70,Osmanlıspor,1000000.0,2000.0
4515,230358,Tramontinaldo,27,Brazil,70,70,Coritiba Foot Ball Club,1100000.0,30000.0
4516,170966,C. Esquivel,33,Mexico,70,70,Deportivo Toluca,825000.0,15000.0
4517,187350,E. Pérez,26,Mexico,70,71,Monarcas Morelia,1300000.0,15000.0
4518,201943,A. Cornelius,22,Denmark,70,74,FC København,1800000.0,25000.0
4520,156375,D. Álvarez,36,Mexico,70,70,Tigres U.A.N.L.,110000.0,15000.0
4521,158167,M. Sonnleitner,28,Austria,70,70,SK Rapid Wien,1100000.0,30000.0
4522,186839,N. McGinn,27,Northern Ireland,70,70,Aberdeen,1300000.0,30000.0
4523,195031,J. Rojas,26,Ecuador,70,71,Cruz Azul,1500000.0,30000.0
4524,202200,L. Slagveer,21,Netherlands,70,75,SC Heerenveen,1800000.0,25000.0
4525,206040,B. Verboom,23,Belgium,70,73,SV Zulte-Waregem,1400000.0,25000.0
4526,208088,Sergi Samper,20,Spain,70,82,FC Barcelona,2100000.0,30000.0
4527,164568,W. Johnson,28,Canada,70,70,Toronto FC,1100000.0,30000.0
4528,171992,Juan Carlos,27,Spain,70,70,Albacete Balompié,1100000.0,15000.0
4529,178136,Y. Buyens,27,Belgium,70,70,KRC Genk,1300000.0,30000.0
4530,190424,E. Adu,24,Ghana,70,74,Malmö FF,1500000.0,25000.0
4531,192728,M. Hartmann,29,Germany,70,70,FC Ingolstadt 04,1300000.0,25000.0
4532,183513,J. Grahl,26,Germany,70,71,TSG 1899 Hoffenheim,1300000.0,30000.0
4533,212187,P. Max,21,Germany,70,76,FC Augsburg,1600000.0,20000.0
4534,139229,C. Salcido,35,Mexico,70,70,Guadalajara,230000.0,15000.0
4535,201438,H. Van Der Bruggen,22,Belgium,70,76,KAA Gent,1800000.0,20000.0
4536,226271,Fabián,19,Spain,70,84,Real Betis Balompié,2700000.0,20000.0
4537,230367,Tony Muttinho,27,Brazil,70,70,Associação Atlética Ponte Preta,1100000.0,15000.0
4538,183519,N. Barazite,25,Netherlands,70,72,FC Utrecht,1600000.0,25000.0
4539,193247,H. Lindner,24,Austria,70,72,Eintracht Frankfurt,1400000.0,25000.0
4541,222944,Pablo Pérez,21,Spain,70,77,Real Sporting de Gijón,1900000.0,25000.0
4542,171488,K. Bekmezci,29,Turkey,70,70,Antalyaspor,1000000.0,20000.0
4543,229857,S. Sensi,19,Italy,70,82,Cesena,1900000.0,20000.0
4544,209378,B. van Hintum,28,Netherlands,70,70,PEC Zwolle,1000000.0,30000.0
4545,166114,C. Kazim-Richards,28,Turkey,70,70,Celtic,1400000.0,30000.0
4546,193250,M. Leovac,26,Croatia,70,71,PAOK Thessaloniki,1300000.0,30000.0
4547,204771,R. Baca,25,Mexico,70,72,Cruz Azul,1300000.0,25000.0
4548,163043,Tonel,35,Portugal,70,70,CF Os Belenenses,230000.0,15000.0
4549,189155,S. Souprayen,26,France,70,71,Hellas Verona,1300000.0,30000.0
4550,211428,Etxeberría,20,Spain,70,81,Bilbao Athletic,2000000.0,1000.0
4551,157412,C. Giménez,34,Mexico,70,70,Cruz Azul,675000.0,20000.0
4552,187620,R. van Eijden,27,Netherlands,70,70,N.E.C.,1100000.0,30000.0
4553,167653,M. Troest,28,Denmark,70,70,Novara,1100000.0,30000.0
4554,196069,J. Fuenzalida,30,Chile,70,70,Universidad Católica,1200000.0,25000.0
4555,188390,G. Galitsios,28,Greece,70,70,Sporting Lokeren,1000000.0,30000.0
4556,198631,Rodri,25,Spain,70,72,Real Valladolid,1600000.0,25000.0
4557,208615,C. Jullien,22,France,70,74,Dijon FCO,1500000.0,20000.0
4558,216295,T. Dierckx,20,Belgium,70,80,Club Brugge KV,2200000.0,20000.0
4559,156903,J. De la Cuesta,32,Colombia,70,70,CD Once Caldas Manizales,775000.0,20000.0
4560,202472,Ricardo Nascimento,28,Brazil,70,70,Académica de Coimbra,1100000.0,30000.0
4561,172520,P. Kanstrup,26,Denmark,70,71,SønderjyskE,1300000.0,15000.0
4562,178152,R. Faty,28,Senegal,70,70,Bursaspor,1100000.0,30000.0
4563,53736,L. Camp,30,Northern Ireland,70,70,Rotherham United,1100000.0,8000.0
4564,189928,G. Scognamiglio,28,Italy,70,70,Trapani,1100000.0,8000.0
4565,210665,M. Halstenberg,23,Germany,70,74,RB Leipzig,1500000.0,25000.0
4566,202474,Aníbal Capela,24,Portugal,70,74,Rio Ave FC,1500000.0,25000.0
4567,216810,Y. Tejeda,23,Costa Rica,70,75,Évian Thonon Gaillard FC,1500000.0,25000.0
4568,153066,L. Licht,34,Argentina,70,70,Gimnasia y Esgrima La Plata,375000.0,3000.0
4569,190698,J. Burić,28,Bosnia Herzegovina,70,70,Lech Poznań,1200000.0,30000.0
4570,215531,D. Türüç,22,Netherlands,70,76,Kayserispor,1800000.0,20000.0
4571,202220,C. Sapong,26,United States,70,71,Philadelphia Union,1600000.0,30000.0
4572,205548,N. Bellomo,24,Italy,70,72,Vicenza,1600000.0,3000.0
4573,154860,M. Roman,30,Romania,70,70,Toulouse FC,1200000.0,20000.0
4574,158444,M. Brečko,31,Slovenia,70,70,1. FC Nürnberg,850000.0,25000.0
4575,169708,S. Hutchinson,25,England,70,71,Sheffield Wednesday,1300000.0,25000.0
4576,170988,Toquero,30,Spain,70,70,Deportivo Alavés,1300000.0,15000.0
4577,199661,A. Cohen,26,Israel,70,70,FC Ingolstadt 04,1100000.0,30000.0
4578,142829,L. Somoza,34,Argentina,70,70,Vélez Sarsfield,400000.0,15000.0
4579,226797,I. Malcorra,27,Argentina,70,70,Unión de Santa Fe,1300000.0,8000.0
4580,188397,R. Rodelin,25,France,70,72,SM Caen,1600000.0,25000.0
4581,216302,E. García,25,Mexico,70,72,Pachuca,1300000.0,25000.0
4582,155886,S. Henderson,27,Republic of Ireland,70,70,Charlton Athletic,1100000.0,30000.0
4583,221422,S. Ingason,21,Iceland,70,76,Sporting Lokeren,1600000.0,20000.0
4584,201967,G. Wikheim,22,Norway,70,77,KAA Gent,1900000.0,25000.0
4585,170991,Nagore,34,Spain,70,70,SD Huesca,375000.0,15000.0
4586,199152,D. Lekić,30,Serbia,70,70,Girona CF,1300000.0,25000.0
4587,208880,Wellington Silva,27,Brazil,70,70,Fluminense Football Club,1100000.0,30000.0
4588,175088,V. Bernárdez,33,Honduras,70,70,San Jose Earthquakes,600000.0,15000.0
4589,177137,Nuno Coelho,27,Portugal,70,70,FC Arouca,1100000.0,8000.0
4590,188657,D. Rudd,24,England,70,74,Norwich City,1500000.0,25000.0
4591,212466,C. Cisneros,21,Mexico,70,76,Guadalajara,1800000.0,20000.0
4592,192754,M. Mujdža,31,Bosnia Herzegovina,70,70,SC Freiburg,850000.0,25000.0
4593,224243,D. Dos Santos,18,Netherlands,70,80,AZ Alkmaar,1800000.0,10000.0
4594,164851,Ivanildo,29,Guinea Bissau,70,70,Académica de Coimbra,1200000.0,20000.0
4595,207860,A. Maund,24,United States,70,74,Real Salt Lake,1500000.0,25000.0
4596,147700,I. Lebedenko,32,Russia,70,70,Terek Grozny,1000000.0,20000.0
4597,163828,A. Le Fondre,28,England,70,70,Wolverhampton Wanderers,1400000.0,30000.0
4598,230132,D. Drazic,19,Serbia,70,82,RC Celta de Vigo,2200000.0,20000.0
4599,173300,S. Leto,28,Argentina,70,70,Panathinaikos FC,1300000.0,30000.0
